date,time,tweet
02/11/2023,00:14:08,En unos meses se fue lo que lograron en años... Felicidades
02/11/2023,00:08:41,Esta es la mejor idea para sus clientes
03/11/2023,19:42:24,"La verdad son muy buenos contra fraudes o cosas así, los demás bancos se mega desentienden, a mí me han hecho todos los paros de la vida."
03/11/2023,19:14:00,"Sí vi que además traen primo del bono y el primer año sin anualidad, que es lo que me da codoo. Y luego la edición de la tarjeta rosa 🥲. Ya considerando seriamente."
03/11/2023,18:35:36,"Yo amo con todo mi ser la Amex, la verdad siento que ninguna otra te tratan tan bien, está cara la anualidad pero sí vale toda la pena por la seguridad que te ofrecen."
03/11/2023,18:12:46,"Gracias, novio, un saludo hasta allá."
04/11/2023,05:06:01,Gracias Mandiii
07/11/2023,18:45:40,"Same, ya mejor regresé a Banoe y HeyBanco solo para compras de “riesgo”."
08/11/2023,22:57:26,Vamos muy bien con heybanco 👍🏾
08/11/2023,17:43:43,Muy amables muchas gracias.
08/11/2023,16:06:38,"Listo, lo hice en la madrugada, gracias!!"
08/11/2023,13:58:57,Excelente noticia!!! El 15% está genial y sin necesidad de pagar membresías absurdas ahora sí tendrá mucho de que arrepentirse
09/11/2023,17:35:17,defiéndete !!!🖤
09/11/2023,07:54:23,bajó el rendimiento de la inversión mientras que la subió. Todo perfectamente equilibrado
10/11/2023,23:36:40,Hey sigues siendo cliente de Saludos!
10/11/2023,21:16:19,recomendada
10/11/2023,21:15:29,"Hazlo, es una excelente opción. Yo tengo con ellos 3 años"
10/11/2023,03:27:47,"Sí, es venganza"
11/11/2023,01:11:31,Una lección a esos perros de que quieren cobrar por lo que ustedes dan por solo ser clientes. Solo falta cashback y van a volver a ser mi tarjeta preferida.
14/11/2023,21:26:38,"Buen movimiento 🤓 ""Hey"" me recuerda a Mantis de Kung-fu Panda cuando agarra las cuerdas del puente 😂"
14/11/2023,21:21:37,Agree. 👍🏽 Hasta una crónica les avente.
14/11/2023,18:00:50,Gracias 👍
16/11/2023,16:22:08,Esto es rápido para
17/11/2023,13:44:00,Nos encanta tenee con nosotros 🥰
18/11/2023,23:34:22,Gracias carnal.
21/11/2023,21:20:08,No dudo que hayas sido tú hahahahahahaha.
23/11/2023,12:49:47,"A mí me ofrece 3MSI, sería bueno ver si es verdad jajaja"
25/11/2023,17:23:29,Beneficios de un mercado mas competitivo
25/11/2023,16:40:17,"Bendita sea la competencia, y bienvenido el cashback así sea un por ciento como dice la canción"
25/11/2023,15:49:20,OJO ACA!! Regresan las recompensas a 🤩🤩🤩🤩
25/11/2023,13:16:52,Gracias nos escuchaste y por eso seguiré contigo 🫶🤗
25/11/2023,11:00:45,Lo mejor que pudiste hacer amigo
25/11/2023,04:47:53,Tsss .. que bueno .
25/11/2023,04:44:46,"Hiciste bien, tío ☺️"
26/11/2023,18:53:13,Les recomiendo también es mexicano y no está en quiebra con el DientesDeBurroUsurero
26/11/2023,16:58:44,"Gracias por la respuesta, estare atento saludos tio"
27/11/2023,23:58:29,Gracias 🙏 😍👌⁦@soynumx⁩ ⁦@nubank⁩ espero sirva de aprendizaje a las demás plataformas si quieren nuestro dinero como inversionistas. Fyi ⁦@dinnactinver⁩ ⁦@heybanco⁩ ⁦@uala⁩ ⁦@uala_mex⁩ ⁦@MercadoPagoMex⁩ ⁦@FinsusApp⁩
27/11/2023,09:38:19,"Increíble atención al cliente de siempre he pagado a tiempo, estoy dentro del plazo de pago y…"
28/11/2023,10:47:12,el mejor banco
29/11/2023,09:13:31,"Me uní a en julio de 2019 y me ha resultado muy útil para mis transacciones en línea, la verdad la recomiendo mucho"
30/11/2023,10:15:52,"Hey Banco me gusta mucho, iwal mercado pago apae de q es súper práctico y el dinero q tienes ahí está inveido en gbm y te genera unos pesitos extras"
01/12/2023,21:23:51,🎁 ¡Promoción para todos nuestros clientes Hey! Aprovecha las compras de temporada y recibe recompensas en efectivo. ¿List@ p…
01/12/2023,16:26:31,Me gustaba porque repoaba a buró de crédito
01/12/2023,08:55:31,Hey. Banco que haya salido a la luz la coreo completa. Me gustó el final a lo indio. Como se llama la obra que interpretan?
02/12/2023,20:22:15,Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?
02/12/2023,11:30:48,terminos y condiciones por favor
05/12/2023,15:45:46,Jajajaja
07/12/2023,10:11:29,Breve lección de economía. Aprende a no pagarle a y a cobrar por depositar en y al mismo tiempo que luchas contra el Gaza_Genocide
07/12/2023,09:35:45,. Llegan nuevos instrumentos financieros y te ofrecen hasta el 13 por ciento de dinero adicional por cada día que guardes tu dinero mientras que te cobra si no lo mueves por más de seis meses. Por eso está en
09/12/2023,16:38:30,"Jamas pensé que me quedaría con Hey Banco después de todas las mamadas que están haciendo pero literalmente es la mejor opción que tengo. En fin, chingada madre HSBC, tremendo pedo por una compra de 150 pesos."
09/12/2023,16:12:02,"Correcto, sin más preámbulos."
14/12/2023,18:55:33,Apareció una buena promo en al contratar un seguro para tu celular.
14/12/2023,11:19:37,"El canje de las hey Coins de por tarjetas de regalo de Amazon ya son instantáneas, te llegan los códigos casi al ins…"
14/12/2023,10:13:06,"Excelente pregunta, que de dijeron bro?…"
14/12/2023,10:10:39,"El canje de las hey Coins de por tarjetas de regalo de Amazon ya son instantáneas, te llegan los códigos casi al instante. ¿Recuerdan lo que me pasó hace unos meses? 🥲"
15/12/2023,16:13:32,"Confirmo el día de hoy cambie mis Hey coins y en el correo de confirmación ya viene el código, todo cool ya hasta realizó mi compra 👍"
17/12/2023,16:29:51,Amamos las recompensas de 🫡
17/12/2023,12:08:17,Con para que me patrocine más juegos del MaratonDevir
18/12/2023,10:31:35,"Evalué cambiar a HeyBanco! por Nu, debido a la tasa de rendimiento y wow, gratamente sorprendida."
19/12/2023,21:07:28,Muy amablemente su AreaEspecializada me dió solución. ^R
22/12/2023,17:50:55,"Te la recomiendo, atención inmediata, también para ti un abrazo y felices fiestas, abrazo para toda la familia."
22/12/2023,17:37:53,"Entiendo, con la de Baz me transfiero de la de crédito a la de Azteca, entra como una compra y no me genera comisión. Te la recomiendo y muy accesible"
22/12/2023,15:58:18,"Excelente, gracias por la información."
22/12/2023,11:43:33,"Hola Pepe, buenos días. Te atiende Sofía, es un gusto saludae. ¿Nos podrías compair vía DM mayor detalle de la situación que presentas con tu aplicación BBVA México, por favor? 1/2"
27/12/2023,09:01:38,"Manifestando ganarme el soeo de HeyBanco. Hecho esta, lo declaro, soy abundancia."
28/12/2023,22:25:18,"Hola! He mantenido un buen historial con ustedes, tengo la duda de qué hacer para que me aumenten la línea de crédito TDC?"
30/12/2023,09:31:05,Gracias ayer me atendieron rápido por llamada ya quedo resuelto
01/01/2024,14:05:36,"Año Nuevo, novedades nuevas ¿que les parece este ajuste de HEYBANCO? Anualidad y HEY PRO forzado 🙌 Me parece una mejor opción"
01/01/2024,09:25:46,"Hay que transmitir información fidedigna y real, ya lleva algunos años operando..."
02/01/2024,17:51:09,"Te recomiendo Hey banco, no tiene nada de eso y puedes retirar en cualquier HSBC o inbursa sin comisión."
04/01/2024,22:01:23,"Hoy fui a la Fanshop de Hey banco y me la pasé super chido, además hice un amix ✨"
04/01/2024,12:03:48,"otra opción que en lo personal podría recomendae, también tiene buenas promociones y MSI"
04/01/2024,11:15:48,la mejor
05/01/2024,12:39:28,Va gracias les mande dm
07/01/2024,18:53:21,está mejor
07/01/2024,17:46:48,puro ese mejor nu nu fonite foniteog
08/01/2024,11:16:15,"Yo: voy a trabajar Mi hermana: Oye, entonnces cómo valido mi HeyBanco Papás: Oye, que hay un tema con el depa ;_; jajajaja pero bueno, agradezco que haya alguien allá que me ayude a resolverlo."
09/01/2024,23:55:06,"Tengo un Pixel 5, genio."
09/01/2024,00:42:33,Si ya todo bien Señor Lampi🙌🏻
10/01/2024,13:37:20,"Uy, ya los contacté, incluso les mande video al correo electrónico que me señalo la persona que me contestó, actualice mi sistema operativo y sigue igual, esto sucede solo con la app del Banco Hey, tengo apps de otros bancos y funcionan perfecto."
10/01/2024,12:36:49,🎁 ¡Promoción para todos nuestros clientes Hey! Aprovecha las compras de temporada y recibe recompensas en efectivo. ¿List@ p…
11/01/2024,15:20:48,Gracias
13/01/2024,13:44:57,Ya llame y ya me ayudaron gracias
14/01/2024,14:57:03,No tiene límites jajaja gpt-4 gratis
15/01/2024,12:22:52,"Quedó solucionado el fin de semana, gracias"
16/01/2024,18:32:25,Listo ya quedó muchas gracias.
17/01/2024,22:32:37,"HeyBanco y nu son mucho mejores, para los que andan buscando moverse."
17/01/2024,21:08:35,"Por si ocupan, excelentes alternativas a BancoAztecaEnQuiebra 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados."
17/01/2024,19:54:36,"Excelentes alternativas a 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados"
17/01/2024,19:51:13,"Excelentes alternativas a : 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados"
17/01/2024,19:43:52,"Excelentes alternativas a Banco Azteca: 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados"
18/01/2024,12:58:15,¡Celebramos 6 años en Hey Banco! 🎉 Gracias por confiar en nosotros en este viaje; tu apoyo ha sido fundamental para nuestro…
19/01/2024,11:01:15,"Buen día, envié correo justo ahora. Gracias."
19/01/2024,10:06:58,Buenos días. Con la maravillosa sorpresa de que mi cuenta amaneció en ceros 🤡
21/01/2024,19:07:32,Listo!!
21/01/2024,18:42:05,"Raro, yo he realizado varias transacciones sin problema"
21/01/2024,09:09:53,la mejor opción rendimiento del 13%
21/01/2024,17:58:03,Hola! También me gustaría unirme porfa.
21/01/2024,11:46:51,"Agrega la app nunca me ha fallado, su proceso de contratación es ágil pues al par qué abres la cuenta te evalúa para la tarjeta de crédito; depósitos y transferencias inmediatas."
22/01/2024,17:18:41,Dinero deberían darme los de pero gracias por un año de servicios.
22/01/2024,16:00:41,"Muchísimas gracias! se comprometió a resolver el problema con fecha límite al 25 de enero de 2024, de no ser así enseguida me pondré en contacto con"
22/01/2024,13:55:08,Muchas gracias
22/01/2024,12:57:27,"Les agradezco mucho la atención, me pondré en contacto con ustedes."
23/01/2024,12:10:13,estamos más que listos 🤩😍 ansiosos Desconéctate por 3 días en el Acústico Hey Banco de TecatePalNoe 🔌
25/01/2024,21:11:05,Funciona mucho mejor que el de 🤡🤡
26/01/2024,22:23:25,Jajajaja lo amé
26/01/2024,17:41:58,Jajaja
29/01/2024,18:17:18,"Hola, buenas tardes. Te atiende Luz, es un placer saludae. Con gusto podemos apoyae, por favor escríbenos a nuestra cuenta oficial en Twitter ( ) para brindarle seguimiento a tu solicitud y compaie la información correspondiente. 1"
29/01/2024,15:44:22,"Listo, gracias."
30/01/2024,15:12:47,Hola valdría la pena que cuando hagan cambios dan un resumen de los cambios realizados en el contrato y no manden las 60 hojas completas. 😬 CharlyTip mejora la experiencia del cliente.
01/02/2024,14:25:36,Me encantan las respuestas de a las fallas repoadas en su App 🙄
01/02/2024,00:51:32,"de debito puedes pedir nu desde la app, tmb hey banco, yo tengo esa y no me piden minimo ni me cobran por manejo de cuenta, esa la abri xq tuve un pedo con la nomina en banamex y la usaba como para ahorrar pero ahora la uso casi para todo heejej, la tj fisica me costo 109 creo"
02/02/2024,11:11:22,"Y aprovecho el tuit para recomendarles a hey banco, yo lqm 🫶🏽 ni una sola queja en dos años"
06/02/2024,11:34:36,interesante
07/02/2024,02:05:30,Mejor aumenten líneas de crédito! 😭😭😭😭
08/02/2024,20:20:59,"Hey banco no, es ilimitado jajajaja, suena increíble."
08/02/2024,19:16:00,"Cada más agradecido de peenecer a !! Si ocupan un banco que solucione, este es el mero bueno! Thkss"
08/02/2024,18:30:39,"Por eso me encanta Su app es simplemente increíble! 💯. Además de ser super intuitiva, Cashback en todas tus compras…"
08/02/2024,05:52:22,"Aaawww que bonito, hey Banco mucho la cola :D"
09/02/2024,13:05:02,Gracias
10/02/2024,10:12:37,trae la de hey banco 😍🥹 humilde mi chiquito
11/02/2024,11:40:38,"Para los que se preguntan dónde conseguir la tarjeta, la pueden sacar en Hey Banco con muchos diseños a elegir"
12/02/2024,20:17:49,"Ya es lo que empezaré a hacer, gracias…."
12/02/2024,16:43:13,"Jajaj FIJA-TÈ como no te dije pero en fin.... so far, so good 😄🌈"
12/02/2024,16:11:52,"Mira amixe al fin, abrí mi cuenta me llegó super rápido, en 2 días, por dhl y pues nada, me ha encantado!! 🤩🤩🦄"
13/02/2024,17:03:36,¡Celebra el amor con estilo este San Valentín! ❤️ Descubre las últimas colecciones de tus marcas favoritas aquí: SomosHey HeyMedia HeyBanco SanValentín Regalos
13/02/2024,16:16:21,Comerciales tan ganadores como los Kansas Chiefs que nos dejó el SuperBowl este año: SomosHey HeyMedia HeyBanco Comerciales SBLVIII MichaelCera JLo MainScorsese
13/02/2024,12:07:46,por favor de su apoyo para saber los módulos que tienen en CDMX. Gracias.
19/02/2024,12:04:17,"Ya se arregló, gracias."
20/02/2024,09:38:29,tenencia a 6MSI y los amo! 🥰 🫣
21/02/2024,15:10:57,Al fin recuperé mi cuenta de Los amo! 🫱🏻‍🫲🏾
22/02/2024,10:15:48,"Hey, hey, hey, banco 👌✔️ Esto es perfecto"
29/02/2024,21:07:53,Gracias por la información. Me fue muy útil.
01/03/2024,23:39:44,"Ya tengo 11 meses con la TDC garantizada con buen uso, cuando me van a graduar? Recuerdo que cuando la contraté decía 6 meses de buen uso :("
01/03/2024,19:35:31,nunca falla 😎
01/03/2024,04:46:39,"Muchas gracias, ya salí del apuro gracias a y ."
02/03/2024,14:24:38,Gracias. Ya revisé
06/03/2024,20:09:14,Jaja gracias! 👏
06/03/2024,16:28:42,Te recomiendo
08/03/2024,02:06:50,Sábado Perpetuo 🙏
13/03/2024,21:34:41,Gracias por la atención
13/03/2024,20:40:01,"Muchas gracias, ya quedó :)"
15/03/2024,01:51:01,Agree contigo A la versh 👇🏽
16/03/2024,16:45:25,"Hice por mail una sugerencia en la app en cuanto a que den facilidades para modificar/actualizar un dato como lo es el número de cel. Me responden de que me comunique por teléfono, y a ver que me digan ahí. Qué facilidad ayuda viene a ser esa...!? Nomás no sacan de apuros. ✌🏽"
18/03/2024,17:23:05,Gracias por la atención!
18/03/2024,17:13:48,"Hola, buenos días. Te atiende Luz, es un placer saludae. Para nosotros son muy impoantes tus comentarios, por lo que nos interesa saber más sobre tu experiencia. ¿Nos puedes brindar mayor detalle de la situación que presentas, por favor? 1"
19/03/2024,18:48:19,Gracias ya hable vía telefónica y se resolvió mi inquietud
22/03/2024,21:40:28,Te amo Gran experiencia ir a la hey shop Lxs tqm
23/03/2024,21:38:20,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción."
26/03/2024,06:00:06,Buen dia! Hay alguna promocion a MSI para el pago de tenencia del ? Saludos
27/03/2024,20:47:08,"Yo sí recomiendo! Aunque siento que es difícil que te la aprueben si nunca has tenido una, o si no tienes historial con banamex (al menos he escuchado casos así), mi primera tdc fue de heybanco y recomiendo, en ese tiempo daban 1 o 2% de recompensas en compras con la tarjeta+"
27/03/2024,02:21:57,"Gracias a por invitarnos a conocer más sobre la colección retro así como los detalles y obsequios ! Mi Tarjeta es la de Anime , acorde para comprar los boletos de cine para la nueva película de rascaldoesnotdream"
28/03/2024,20:07:52,Hola. Estaremos encantados de asistie de la mejor manera. Te invitamos a que nos escribas un DM y con gusto te ayudaremos con toda la información que requieres. Estaremos pendientes de ti.
28/03/2024,18:00:54,gracias didi por la confianza y incrementar mi línea de crédito a 20k ni y mean ofreciendo tanto crédito gracias solo faltaría los MSI
28/03/2024,17:31:57,"Hola! Gracias, acabo de enviar correo."
30/03/2024,19:47:37,"hola, Les mande dm :)"
30/03/2024,18:47:15,Ayer me gané un sombrerito en y real me quedaba con mi outfit jajajaja y fui feliz todo el festival. Me lo chulearon mucho 💜☺️🤭
31/03/2024,23:19:35,A diferencia de ustedes han demostrado una verdadera comprensión de las necesidades de sus clientes. ¡Gracias por hacer posible que mis proyectos se hagan realidad! 🙌🏼💙
31/03/2024,02:47:12,TE AMO UN CHINGO 😍
04/04/2024,08:41:17,Akamba regresa gracias a Aprovecha la venta PRE Cael presentada por Hey Banco. Disfruta de esta etapa única…
04/04/2024,01:05:10,Lo mío se resolvió fácil. Solo entra a la banca en línea desde una computadora y te dirá que estas bloqueado pero pones el token de tu cel y listo. Suee
05/04/2024,02:55:10,Para mí eso es más que suficiente.
07/04/2024,23:22:19,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción."
10/04/2024,21:57:10,También necesito ayuda
10/04/2024,16:53:34,Listo!
10/04/2024,16:05:30,Gracias ya lo solucione
12/04/2024,17:19:20,"buenos días, llevo desde el otro fin de semana tratando de pagar mis tarjetas pero no puede transferir a hey banco desde mi cuenta principal. ME REGRESAN TODAS LAS TRANSFERECIAS AYUDA"
15/04/2024,23:44:20,Y así es como le ganó la carrera de las fintech a Con una aplicación que siempre funciona y es amigable con el cliente.
16/04/2024,17:41:40,Gracias
17/04/2024,04:45:42,gracias 🤩
18/04/2024,17:28:23,Gracias
18/04/2024,15:59:11,los amo! Gracias ya pude entrar a mi App saludos 😆
18/04/2024,04:34:45,Sigue sin dejarme aumentar mi linea de la tarjeta de crédito garantizada
21/04/2024,15:21:43,"Ahora confirmo, gracias estimado"
23/04/2024,22:52:05,😔 de acuerdo!! Muchas gracias.
23/04/2024,21:30:12,"Tío cuando me van a graduar, tengo la TDC garantizada ya hace más de un año que la saqué, y recuerdo que decían que con 6 meses de buen uso, ayuda :c"
25/04/2024,00:51:24,"una duda, con quién tengo que ver si tengo problemas para aumentar mi línea de crédito de mi tarjeta hey garantizada, la app no me deja marca un error. Me pasa igual en mis 2 teléfonos que tengo."
26/04/2024,13:30:56,"Wey, lo mejor de es que puedo pagar con Apple Pay 🤩🥳"
