date,time,tweet,car,pal,reviewText,sentNLTK,sentSpnsh,sentTransf
2023-05-15,,tienen algún tiempo estimado de respuesta,41,6,algún tiempo estimado respuesta,0,0.0004534812284407809,3
2023-05-15,,"Conociendo la contraseña y el usuario, se puede entrar fácilmente desde otro dispositivo y sin que te llegue algún tipo de notificación por vía SMS y correo electrónico, esto lo sabes muy bien",192,33,"conociendo contraseña usuario , puede entrar fácilmente dispositivo llegue algún tipo notificación vía sm correo electrónico , sabes bien",0,0.24932776872883067,4
2023-05-15,,Eso explica todo,16,3,explica,0,0.49789225920557484,5
2023-05-16,,"Hola si, hoy por la mañana ya tenía de nuevo mi usuario y funcionó con normalidad mi app",88,18,"hola si , hoy mañana nuevo usuario funcionó normalidad app",0,0.0046910089259985435,3
2023-05-16,,¡CON RAZÓN!,11,2,¡con razón !,0,0.1939174148214489,5
2023-05-16,,"Yo tengo la de garantía :gato_sonriendo_con_ojos_sonrientes:, pero creo que voy bien, hasta cuántos meses se puede la de las normales, tengo inversión, nómina y cuenta de débitos ahi :)",150,29,"garantía : gato_sonriendo_con_ojos_sonrientes : , creo voy bien , cuántos me puede normales , inversión , nómina cuenta débitos ahi : )",0,0.06504573692171983,4
2023-05-16,,Que bueno que no cambie mi nómina a,35,8,bueno cambie nómina,0,0.5628056929000496,4
2023-05-16,,Gracias por avisar,18,3,gracias avisar,0,0.5533970533999424,5
2023-05-16,,"Buen día, les envié un mensaje, espero me puedan ayudar. Gracias.",65,11,"buen día , envié mensaje , espero puedan ayudar . gracias .",0,0.8650947569471489,5
2023-05-16,,"Buenos días, una vez más sigo en espera",39,8,"buenos días , vez sigo espera",0,0.005191448932122103,5
2023-05-17,,Gracias ya quedó resuelto,25,4,gracias quedó resuelto,0,0.5533970533999424,5
2023-05-17,,Qué tengas excelente mitad de semana.:fuego::cara_pensativa:Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de :cara_guiñando_el_ojo::dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro_medio:https://t.co/b6iYPqXW4F,137,18,excelente mitad semana . : fuego : :cara_pensativa : aún duda cómo funciona tarjeta garantizada : cara_guiñando_el_ojo : :dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro_medio : http : //t.co/b6iypqxw4f,0,0.28300340527951423,4
2023-05-17,,solicito apoyo,14,2,solicito apoyo,0,0.49789225920557484,4
2023-05-17,,Qué tengas excelente mitad de semana.:fuego::cara_pensativa:Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de :cara_guiñando_el_ojo:…,113,18,excelente mitad semana . : fuego : :cara_pensativa : aún duda cómo funciona tarjeta garantizada : cara_guiñando_el_ojo : …,0,0.28300340527951423,4
2023-05-18,,Ya quedó. Muchas gracias.,25,4,quedó . muchas gracias .,0,0.47056419380391146,5
2023-05-18,,Tqm :corazón_rojo::corazón_rojo:,8,2,tqm : corazón_rojo : :corazón_rojo :,0,0.49789225920557484,1
2023-05-19,,"Ok, gracias",11,2,"ok , gracias",1,0.5533970533999424,3
2023-05-19,,Jajaja. Siii. Muchos días. :cara_de_desaprobación: chale,34,6,jajaja . siii . días . : cara_de_desaprobación : chale,0,0.45880409534763017,1
2023-05-19,,Todo resuelto Gracias equipo,28,4,resuelto gracias equipo,0,0.636720041878089,5
2023-05-20,,"Agradecido con que me ayudaron con una aclaración rapidísimo, cada día más feliz de haber dejado la banca tradicional por ustedes! :manos_levantadas_celebrando:",132,22,"agradecido ayudaron aclaración rapidísimo , cada día feliz haber dejado banca tradicional ustedes ! : manos_levantadas_celebrando :",0,0.1491426245208616,5
2023-05-21,,Muchas gracias :manos_formando_un_corazón:,16,3,muchas gracias : manos_formando_un_corazón :,0,0.47056419380391146,5
2023-05-21,,Hola buen día,13,3,hola buen día,0,0.1321489443869922,5
2023-05-22,,Gracias !,9,2,gracias !,0,0.5533970533999424,5
2023-05-22,,"Listo, enviado! Saludos",23,3,"listo , enviado ! saludos",0,0.3577312427036041,1
2023-05-22,,Me gusta heybanco para bajarles el mandado a los bancos españoles que dominan este país,87,15,gusta heybanco bajarles mandado bancos españoles dominan país,0,0.21479544435053963,5
2023-05-23,,yo presumiendo el 10% anual de HeyBanco y que Klar decide sacar 14%… muy tentador,81,15,presumiendo 10 % anual heybanco klar decide sacar 14 % … tentador,0,0.49789225920557484,1
2023-05-23,,YA RESUELVEME ME URGE HACER UNA COMPRA,38,7,resuelveme urge hacer compra,0,0.4193860150921741,1
2023-05-23,,"Recomiendo ampliamente que usen y como alternativas a los llamados bancos tradicionales. Si sus bancos les están cobrando alguna comisión de cualquier tipo en sus cuentas de débito o peor aún, no están generando nada, entonces están en el lugar incorrecto.",256,41,"recomiendo ampliamente usen alternativas llamados bancos tradicionales . si bancos cobrando alguna comisión cualquier tipo cuentas débito peor aún , generando , entonces lugar incorrecto .",0,0.000282431163076329,5
2023-05-24,,Gracias. Saludos,16,2,gracias . saludos,0,0.5533970533999424,5
2023-05-24,,"Si, bueno me dijeron que tenía que marcar. Y si quedo.",54,11,"si , bueno dijeron marcar . si quedo .",0,0.021625553976765865,2
2023-05-24,,Ay si pasó ya afounadamente. Jejeje.,36,6,ay si pasó afounadamente . jejeje .,0,0.07144543372784035,1
2023-05-25,,Gracias! Ya les respondi!,25,4,gracias ! respondi !,0,0.5533970533999424,5
2023-05-25,,Jaja nel,8,2,jaja nel,0,0.49789225920557484,5
2023-05-27,,"Okay, Gracias",13,2,"okay , gracias",1,0.5533970533999424,3
2023-05-27,,Ya funcionó nuevamente la aplicación,36,5,funcionó nuevamente aplicación,0,0.4389942623025086,5
2023-05-27,,"Me contestan a mi también, pero ya",34,7,"contestan ,",0,0.49789225920557484,3
2023-05-29,,"Listo, ya se los mandé , gracias .",34,8,"listo , mandé , gracias .",0,0.41038161275853924,5
2023-05-29,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,126,22,hey siempre control finanzas ahora movimientos gracias notificaciones qu…,0,0.4428112162304476,5
2023-05-29,,"quiero trabajar con ustedes, me ayudan diciéndome como!",55,8,"quiero trabajar ustedes , ayudan diciéndome !",0,0.2102897390584975,5
2023-05-30,,gracias!,8,1,gracias !,0,0.5533970533999424,5
2023-05-30,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,126,22,hey siempre control finanzas ahora movimientos gracias notificaciones qu…,0,0.4428112162304476,5
2023-05-30,,Eficiencia,10,1,eficiencia,0,0.49789225920557484,5
2023-05-31,,Muchas gracias nunca me contestó. Afounadamente ya ha quedado resuelto.,71,10,muchas gracias nunca contestó . afounadamente quedado resuelto .,0,0.13641487648832915,1
2023-05-31,,"¡Hola! Abre tu Cuenta Hey y obtén un boleto dorado cada mes para ganar.https://t.co/j45MnogZ Te recomiendo muchísimo la cuenta, de hecho la reseñan muy bien varios YouTubers de finanzas.",186,29,"¡hola ! abre cuenta hey obtén boleto dorado cada me ganar.https : //t.co/j45mnogz recomiendo muchísimo cuenta , hecho reseñan bien varios youtubers finanzas .",0,0.0037956910023538002,5
2023-05-31,,Muchas gracias por el Boleto Dorado :cara_sonriente:,38,7,muchas gracias boleto dorado : cara_sonriente :,0,0.47056419380391146,5
2023-06-01,,Gracias por la apoación. Saludos,32,5,gracias apoación . saludos,0,0.5533970533999424,5
2023-06-01,,Esto es lo que yo llamo ServicioalCliente Mexico de verdad así es que un banco debe tratar a un cliente no es nada más meter el dinero. Aprendan,144,28,llamo servicioalcliente mexico verdad así banco debe tratar cliente meter dinero . aprendan,0,0.0012867318170724073,1
2023-06-01,,"Buen día, es más fácil que usted obtenga el crédito con alguna caja popular, no hay peor lucha que la que no se hace, saludos",125,25,"buen día , fácil usted obtenga crédito alguna caja popular , peor lucha hace , saludos",1,0.004504634102323069,4
2023-06-02,,Gracias,7,1,gracias,0,0.5533970533999424,5
2023-06-02,,Gracias quedó en espera,23,4,gracias quedó espera,0,0.19860773362119302,5
2023-06-02,,les dejé un DM solicitando de su valioso apoyo.Saludos,54,9,dejé dm solicitando valioso apoyo.saludos,0,0.49789225920557484,5
2023-06-02,,Muchas gracias Un mes gratis de,31,6,muchas gracias me gratis,1,0.5055552473506694,5
2023-06-03,,"Gracias, ya envié mi duda",25,5,"gracias , envié duda",0,0.8434665917334203,5
2023-06-03,,Gracias por responder! Me da mucho gusto que te hayan solucionado rápido. Ojalá así sea mi caso :dedos_cruzados_tono_de_piel_claro_medio:Saludos,105,18,gracias responder ! da gusto solucionado rápido . ojalá así caso : dedos_cruzados_tono_de_piel_claro_medio : saludos,0,0.2971950575679149,4
2023-06-03,,"Gracias lic hace tres años, si usted dice que no me deben negar volveré a hacerlo, muy amable por su atención un abrazo",119,23,"gracias lic hace tres años , si usted dice deben negar volveré hacerlo , amable atención abrazo",0,0.008549777282011756,5
2023-06-03,,"Muchas gracias, si lo haré de nuevo un abrazo fuee :manos_formando_un_corazón:",52,11,"muchas gracias , si haré nuevo abrazo fuee : manos_formando_un_corazón :",0,0.4464251646198117,5
2023-06-03,,Por favor . Gracias,19,4,favor . gracias,1,0.14937011280590418,5
2023-06-05,,"Gracias, saludos",16,2,"gracias , saludos",0,0.5533970533999424,5
2023-06-05,,Muchas gracias por responder!Acabo de lograr el desbloqueo!,59,8,muchas gracias responder ! acabo lograr desbloqueo !,0,0.4624388165421482,5
2023-06-05,,Espero que si,13,3,espero si,0,0.27872153675231537,5
2023-06-06,,"JAJAJAJJAJA VIC, trabajo en hey, cualquier duda no dudes en mandarme mensajito:manos_formando_un_corazón_tono_de_piel_claro:",80,12,"jajajajjaja vic , trabajo hey , cualquier duda dude mandarme mensajito : manos_formando_un_corazón_tono_de_piel_claro :",0,0.7962850439226884,1
2023-06-07,,Gracias,7,1,gracias,0,0.5533970533999424,5
2023-06-07,,Las de tienen buenos diseños.,29,5,buenos diseños .,0,0.5141808552956315,5
2023-06-08,,HOLA???,7,1,hola ? ? ?,0,0.06062516730565888,1
2023-06-10,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,126,22,hey siempre control finanzas ahora movimientos gracias notificaciones qu…,0,0.4428112162304476,5
2023-06-12,16:52:11,"Gracias, estoy al pendiente de la información.",46,7,"gracias , pendiente información .",0,0.5392838184624492,1
2023-06-13,20:36:26,Yo fui muy feliz por muchos años con la Santander Free hasta que me cambié a HeyBanco y su tarjeta me pareció una chulada. Recomiendo ampliamente.,146,26,feliz años santander free cambié heybanco tarjeta pareció chulada . recomiendo ampliamente .,1,0.19663920589139933,5
2023-06-15,22:51:17,Hola. En mi caso me comuniqué al 81 4392 2626 y allí me resolvieron. Por founa fue algo sencillo y rápido ¡Suee!,112,22,hola . caso comuniqué 81 4392 2626 allí resolvieron . founa sencillo rápido ¡suee !,0,0.044915640799238515,1
2023-06-15,18:35:12,Más fácil que Now saque sus tarjetas de crédito,47,9,fácil now saque tarjetas crédito,0,0.4324540998412803,5
2023-06-16,19:41:04,"Perfecto, iré a un punto Hey. Gracias, bebé LOL",47,9,"perfecto , iré punto hey . gracias , bebé lol",1,0.8727176518579641,5
2023-06-16,18:03:36,"He probado 4 bancos tradicionales diferentes y hasta el momento el mejor manejando MSI, ha sido :botón_de_marca_de_verificación:Te permite ver exactamente cuánto debes en total. :botón_de_marca_de_verificación: Te da la lista de todos los pagos futuros que tendrás que hacer mes por mes. :botón_de_marca_de_verificación: Te da cashback de 2% en efectivo.",261,49,"probado 4 bancos tradicionales diferentes momento mejor manejando msi , sido : botón_de_marca_de_verificación : permite ver exactamente cuánto debes total . : botón_de_marca_de_verificación : da lista pagos futuros hacer me me . : botón_de_marca_de_verificación : da cashback 2 % efectivo .",0,0.002931778929180819,4
2023-06-17,18:00:08,Oye :luna_llena_con_cara: Qué excelente tiempo de respuesta y amable personal en tu centro de atención :palo_de_corazones: :cara_sonriendo_con_corazones:,87,17,oye : luna_llena_con_cara : excelente tiempo respuesta amable personal centro atención : palo_de_corazones : : cara_sonriendo_con_corazones :,0,0.9980283783736208,4
2023-06-18,17:29:39,Listo muchas Gracias,20,3,listo muchas gracias,0,0.3329942646422743,5
2023-06-19,19:52:35,Gracias,7,1,gracias,0,0.5533970533999424,5
2023-06-19,14:43:55,Muchas gracias,14,2,muchas gracias,0,0.47056419380391146,5
2023-06-19,15:36:18,¡Estamos para servie!,21,3,¡estamos servie !,0,0.29797611903559484,5
2023-06-19,13:32:11,Con es tan sencillo hacer todo tipo de movimientos desde mi celular. Además tienen una super tasa de rendimiento…,113,19,tan sencillo hacer tipo movimientos celular . además super tasa rendimiento…,1,0.568150197587353,5
2023-06-20,18:20:40,Muchas gracias,14,2,muchas gracias,0,0.47056419380391146,5
2023-06-20,22:22:06,"hola , les mandé un dm, gracias !",33,8,"hola , mandé dm , gracias !",0,0.07462885578862924,5
2023-06-20,21:26:18,Muchas gracias! Si entrare para levantar un repoe a,51,9,muchas gracias ! si entrare levantar repoe,0,0.30801824821425416,5
2023-06-20,06:47:43,La de está más coqueta y tienen beneficios reales. :fuego:,52,10,coqueta beneficios real . : fuego :,0,0.8061061964474351,4
2023-06-20,06:10:33,Listos! :bíceps_flexionado_tono_de_piel_claro_medio:heybanco PalNoe2021,29,3,listos ! : bíceps_flexionado_tono_de_piel_claro_medio : heybanco palnoe2021,0,0.49789225920557484,3
2023-06-21,21:22:49,"Gracias, arreglado",18,2,"gracias , arreglado",0,0.5533970533999424,5
2023-06-21,16:20:21,Gracias :cara_feliz_con_ojos_sonrientes::cara_con_manos_abrazando:,10,2,gracias : cara_feliz_con_ojos_sonrientes : :cara_con_manos_abrazando :,0,0.5533970533999424,5
2023-06-21,22:03:28,"Muchas Gracias, ya fue resuelto, gracias por el sopoe. Excelente servicio :señal_de_aprobación_con_la_mano_tono_de_piel_medio:",76,12,"muchas gracias , resuelto , gracias sopoe . excelente servicio : señal_de_aprobación_con_la_mano_tono_de_piel_medio :",0,0.9983457396770012,5
2023-06-21,03:47:49,Muchas gracias por la felicitación :cara_con_manos_abrazando:,36,6,muchas gracias felicitación : cara_con_manos_abrazando :,0,0.47056419380391146,5
2023-06-21,16:32:41,Si nunca había tenido este tipo de situación con otros métodos de pago y se me hace increíble como una operación tan sencilla como pagar con tu tarjeta de en una página web se conviee en toda una mala experiencia de usuario con su servicio.,240,45,si nunca tipo situación métodos pago hace increíble operación tan sencilla pagar tarjeta página web conviee toda mala experiencia usuario servicio .,0,3.801028645832559e-09,1
2023-06-22,16:25:12,Vaaaaa gracias por el dato,26,5,vaaaaa gracias dato,0,0.5533970533999424,1
2023-06-22,15:16:55,"Buen dia, saque un carro usado en merkauto, y me autorizaron el crédito el lunes 19 de Junio pero es fecha que no me llaman a firmar contrato y factura, como puedo saber cuando esta listo porque esta tardando mucho un proceso como este, gracias.",245,45,"buen dia , saque carro usado merkauto , autorizaron crédito lunes 19 junio fecha llaman firmar contrato factura , puedo saber listo tardando proceso , gracias .",0,6.617151778807629e-05,1
2023-06-22,20:38:17,"Para que estén bien atentos a lo que les llega, gracias a les compao el correo para que vean por dónde les quieren llegar. Pónganse listos.",139,26,"bien atentos llega , gracias compao correo vean dónde quieren llegar . pónganse listos .",0,0.08575825348330826,4
2023-06-23,17:14:56,AMO heybanco bien cabron. Jaja,30,5,amo heybanco bien cabron . jaja,0,0.6323720940364075,5
2023-06-24,02:10:01,Por fiiiin modificaron la app de ya detecta mi huella y tiene una bonita sección de métricas de tus gastos. Ah y pagué sin temas la luz.,136,27,fiiiin modificaron app detecta huella bonita sección métricas gastos . ah pagué temas luz .,0,0.6006208662161069,2
2023-06-27,07:20:57,Yo estoy con la verdad:chispas:,23,5,verdad : chispas :,0,0.3599131410806974,1
2023-06-28,17:42:50,Gracias!,8,1,gracias !,0,0.5533970533999424,5
2023-06-28,04:45:09,Gracias! Lo hice y quedo. :manos_levantadas_celebrando_tono_de_piel_claro:,28,6,gracias ! hice quedo . : manos_levantadas_celebrando_tono_de_piel_claro :,0,0.30022881874456675,5
2023-06-28,22:48:04,"Se resolvió, volviendo a instalar la app",40,7,"resolvió , volviendo instalar app",0,0.49789225920557484,4
2023-06-28,17:28:12,"Gracias, ahora se los envío",27,5,"gracias , ahora envío",0,0.30826367174345776,5
2023-06-29,17:45:59,"buen día, ¿esto es real?",24,5,"buen día , ¿esto real ?",0,0.7544321694544454,5
2023-06-29,03:03:50,"Ps.... su aplicación es la mejor, he visto HSBC y Banamex y nel. ¿qué tal la de HeyBanco, la has probado?",105,21,"p .... aplicación mejor , visto hsbc banamex nel . ¿qué tal heybanco , probado ?",0,0.026223089482962043,3
2023-06-30,17:26:15,Muchas gracias :chispas:,16,3,muchas gracias : chispas :,0,0.47056419380391146,5
2023-06-30,19:02:11,"Desde que abrí mi cuenta los amo :palo_de_corazones:. Si puedes, te recomiendo INVERSIÓN HEY ahí tengo mis ahorros y si eres Hey Pro hay mejores rendimientos :cara_sonriendo_con_estrellas:",142,27,"abrí cuenta amo : palo_de_corazones : . si puedes , recomiendo inversión hey ahí ahorros si hey pro mejores rendimientos : cara_sonriendo_con_estrellas :",0,0.13988582914848952,4
2023-07-01,04:07:54,"Respuesta favorable, gracias!",29,3,"respuesta favorable , gracias !",1,0.11843056447726881,5
2023-07-02,15:01:49,Por eso amamos :chispas::corazón_rosa:,17,4,amamos : chispas : :corazón_rosa :,0,0.49789225920557484,5
2023-07-03,20:36:54,"Una más Techreo de Came, está súper bien.... además de que ahora están dando unos regalos solo por inveir con ellos...seguro y muy fácil.",137,24,"techreo came , súper bien .... además ahora dando regalos solo inveir ... seguro fácil .",0,0.8415709195863185,5
2023-07-04,19:32:32,Nos da mucho gusto que seas pae de esta gran familia FINSUS ¡Saludos! :cara_sonriendo_con_gafas_de_sol::corazón_azul:,72,14,da gusto pae gran familia finsus ¡saludos ! : cara_sonriendo_con_gafas_de_sol : :corazón_azul :,0,0.872552029118176,3
2023-07-04,16:46:43,¡Hola Gracias por ser pae de esta gran familia FINSUS :cara_sonriendo_con_gafas_de_sol::puño_cerrado:,56,11,¡hola gracias ser pae gran familia finsus : cara_sonriendo_con_gafas_de_sol : :puño_cerrado :,0,0.2304777872861267,5
2023-07-04,16:23:59,Hace pocos días estaba disponible,33,5,hace pocos días disponible,0,0.3834816278034222,1
2023-07-04,15:27:39,FINSUS siempre me a gustado mucho :) Aprovechando les dejo mi enlace de referido ;) Utiliza mi código CASTILLO--79570,117,19,finsus siempre gustado : ) aprovechando dejo enlace referido ; ) utiliza código castillo -- 79570,0,0.5907703798433217,5
2023-07-04,14:11:14,"Pedida, esta si vale la pena el precio jajaja",45,9,"pedida , si vale pena precio jajaja",0,0.20747857134166917,4
2023-07-04,09:42:38,Sin duda!,9,2,duda !,0,0.8117488497738177,1
2023-07-05,04:08:16,Intenta es buenazo!!,20,3,intenta buenazo ! !,0,0.49789225920557484,5
2023-07-06,05:06:15,"ay suena súper bien, justo lo que me anda gustando mucho ahorita de nu es su pae de hacer crecer tu dinero jajk o sea la inversión, quiero entrarle más al tema:ojos: la más fan de los neobanks, definitivamente cuando por fin mande alv a banamex me abriré una de heybanco :cara_de_empollón::corazón_rosa:",268,52,"ay suena súper bien , justo anda gustando ahorita nu pae hacer crecer dinero jajk inversión , quiero entrarle tema : ojos : fan neobanks , definitivamente fin mande alv banamex abriré heybanco : cara_de_empollón : :corazón_rosa :",1,0.510125560294234,5
2023-07-06,02:59:57,"Fácil: entro a pagos, elijo la tarjeta, elijo el plazo (3 meses, 0%), aceptar, token :dorso_de_mano_con_índice_a_la_derecha: Error. Antes he pagado sin problemas. Puedo hacer otras operaciones con token sin problemas.",179,30,"fácil : entro pagos , elijo tarjeta , elijo plazo ( 3 me , 0 % ) , aceptar , token : dorso_de_mano_con_índice_a_la_derecha : error . pagado problemas . puedo hacer operaciones token problemas .",0,0.0012473796155696535,1
2023-07-06,02:24:11,":cara_sonriendo_con_ojos_de_corazón: El nuevo diseño de las TDC de esta ma-ma-lón chavos. :hombre_con_la_mano_levantada_tono_de_piel_medio: Tan pronto me regrese de USA voy a solicitar mi nuevo diseño (carísimo el envío por cieo, ni Obama lo tiene). :ojos:Por cieo, su programa de recompensas esta bastante aceptable eh. :bombilla:https://t.co/F79GXxxqTB",261,44,": cara_sonriendo_con_ojos_de_corazón : nuevo diseño tdc ma-ma-lón chavos . : hombre_con_la_mano_levantada_tono_de_piel_medio : tan pronto regrese usa voy solicitar nuevo diseño ( carísimo envío cieo , obama ) . : ojos : cieo , programa recompensas bastante aceptable eh . : bombilla : http : //t.co/f79gxxxqtb",0,0.8540330788921746,2
2023-07-06,02:11:00,":altavoz_de_mano: Tarjetas de Crédito (TDC) SIN anualidad y con diseños chingones. :luces_de_policía:Aunque antes de usar una TDC debes aprender a usarla papucho. :altavoz_de_mano: Personalmente la uso y me va muy bien, la aceptan donde sea (incluso en el gabacho). :ojos:Checa:",224,40,": altavoz_de_mano : tarjetas crédito ( tdc ) anualidad diseños chingones . : luces_de_policía : aunque usar tdc debes aprender usarla papucho . : altavoz_de_mano : personalmente uso va bien , aceptan ( incluso gabacho ) . : ojos : checa :",0,0.03803449412076003,3
2023-07-07,16:18:25,"Muchas gracias, Justo llame hace dos días para la aclaración, espero no sea tan tardado y salga bien",100,18,"muchas gracias , justo llame hace do días aclaración , espero tan tardado salga bien",0,0.5091260148510239,5
2023-07-07,01:24:12,"Gracias, acabo de mandar el correo.",35,6,"gracias , acabo mandar correo .",0,0.2578042691336766,1
2023-07-08,05:58:28,"Varias meses siendo usuario HeyPro en y al fin me dieron por lo menos unos de sus puntos, algo más que una taza preferencial de inversión.",138,26,"varias me siendo usuario heypro fin dieron menos puntos , taza preferencial inversión .",0,0.06377518895213911,3
2023-07-09,20:12:00,"Perfecto, estaré atenta. Muchas gracias.",40,5,"perfecto , atenta . muchas gracias .",1,0.9346933796721861,5
2023-07-10,17:49:42,Rifadisimo en lo personal si me gustó.,38,7,rifadisimo personal si gustó .,0,0.7306267039875392,2
2023-07-11,23:55:24,"Sí me sirvió, muchas gracias :manos_formando_un_corazón_tono_de_piel_medio:",31,6,"sirvió , muchas gracias : manos_formando_un_corazón_tono_de_piel_medio :",0,0.47056419380391146,5
2023-07-11,20:50:22,"Que sean tan fácil de usar y sobre todo confiables como heybanco, cuales?",73,13,"tan fácil usar confiables heybanco , cuales ?",0,0.8356234929884031,5
2023-07-11,03:16:37,"Ya me llegó la Ajolotarjeta de y me encantó, acá les dejo el unboxing para que vean más detalles de este nuevo diseño:",118,23,"llegó ajolotarjeta encantó , acá dejo unboxing vean detalles nuevo diseño :",0,0.9917877907819498,5
2023-07-11,01:51:29,Yo voy a pedir la mía está preciosa esa tarjeta :pulgar_hacia_arriba::cara_sonriendo_con_corazones:,50,11,voy pedir preciosa tarjeta : pulgar_hacia_arriba : :cara_sonriendo_con_corazones :,0,0.14754709623728104,5
2023-07-13,18:28:34,¡Te invitamos a ser pae de Klar para que comiences a disfrutar de nuestros beneficios! :cara_sonriendo::cara_sonriente:,90,16,¡te invitamos ser pae klar comiences disfrutar beneficios ! : cara_sonriendo : :cara_sonriente :,0,0.3561671874600418,5
2023-07-13,05:36:30,Gracias ya mande un correo,26,5,gracias mande correo,0,0.26410055623761974,5
2023-07-14,22:08:32,"Gracias por el repoe. Exacto, ya pagué. Cc",42,8,"gracias repoe . exacto , pagué . cc",0,0.5533970533999424,1
2023-07-14,20:26:17,realmente dan servicio al cliente por este medio?,49,8,realmente dan servicio cliente medio ?,0,0.0762805550093203,2
2023-07-14,18:55:12,I highly recommend you to:dorso_de_mano_con_índice_a_la_derecha:@Legith_hacks on Instagram he helped me out when I had same issues,92,16,i highly recommend you to : dorso_de_mano_con_índice_a_la_derecha : @ legith_hacks on instagram helped out when i had same issue,1,0.5538133281862514,5
2023-07-15,17:01:34,"Que bueno, gracias por estar atentos. También chequen su nivel de ""empatia"" con sus clientes, de todas las formas. :mano_con_señal_de_victoria:",117,20,"bueno , gracias atentos . chequen nivel `` empatia '' clientes , toda formas . : mano_con_señal_de_victoria :",0,0.44392293851173537,5
2023-07-15,04:58:58,Que dato tan interesante me has dado! Conoces ?,47,9,dato tan interesante dado ! conoces ?,0,0.1567217333217141,4
2023-07-15,02:54:54,"Huy tambien Stori y Mercado Crédito desde 10 días antes están mandando SMS, notificaciones vía app y whats.",107,18,"huy tambien stori mercado crédito 10 días mandando sm , notificaciones vía app whats .",0,0.8635339710284115,1
2023-07-16,15:27:21,Gracias ya les contesté,23,4,gracias contesté,0,0.5533970533999424,5
2023-07-17,23:51:26,Muy bien. Ya la solicité y si me la otorgaron. Elegí el diseño de ajolotito. :cara_sonriendo_con_gafas_de_sol:,78,16,bien . solicité si otorgaron . elegí diseño ajolotito . : cara_sonriendo_con_gafas_de_sol :,0,0.9058483887971409,3
2023-07-18,18:15:18,Gracias,7,1,gracias,0,0.5533970533999424,5
2023-07-18,17:01:27,This web3 developer's MEV strategy is the real deal - earning him over 5 ETH per week and taking his crypto earnings to new heights.,132,25,this web3 developer 's mev strategy is the real deal - earning him over 5 eth per week and taking his crypto earnings to new height .,0,0.9001188438045384,5
2023-07-18,14:13:39,"Buenos días, he gracias por la atención, llame al servicio al cliente y todo bien, ya no aparece así, muchas gracias :ojos:",118,22,"buenos días , gracias atención , llame servicio cliente bien , aparece así , muchas gracias : ojos :",0,0.017525158004344593,5
2023-07-18,05:07:34,"Buena noche! En Mayo pedi un ceificado de regalo de amazon con HeyCoins, estaba viendo el estado del pedido y me aparece en Procesando, hay algun estimado de cuando se procesan estos pedidos? Muchas Gracias.",207,35,"buena noche ! mayo pedi ceificado regalo amazon heycoins , viendo pedido aparece procesando , algun estimado procesan pedidos ? muchas gracias .",1,0.0036663251658258936,5
2023-07-19,23:03:01,"Jajajaja por eso no me toman enserio, perooo nunca dejaré de usar a cheems para algunos vídeos jajaja Hoy vídeo en el cana…",123,23,"jajajaja toman enserio , perooo nunca dejaré usar cheems vídeos jajaja hoy vídeo cana…",0,0.022364075918289702,1
2023-07-19,19:30:02,"me pueden atender por aqui, no creo que haya problema.",54,10,"pueden atender aqui , creo problema .",0,0.03386912880639302,3
2023-07-19,16:56:45,"esperemos que responda en sinceramente no he tenido problemas con ellos se me hace un buen banco, muchas gracias.",113,19,"esperemos responda sinceramente problemas hace buen banco , muchas gracias .",0,0.19696419742992663,5
2023-07-19,03:18:39,El mejor banco es HeyBanco por mucha diferencia nk,50,9,mejor banco heybanco mucha diferencia nk,0,0.584375858630033,5
2023-07-21,18:19:03,"Sí, tengo distintas cuentas y siempre me han apoyado cuando llega a pasar algo. Hasta ahora HeyBanco y BBVA han sido mis mejores experiencias",141,24,", distintas cuentas siempre apoyado llega pasar . ahora heybanco bbva sido mejores experiencias",0,0.0710991275742556,5
2023-07-21,18:17:46,Recomiendo HeyBanco,19,2,recomiendo heybanco,0,0.6715687579546886,5
2023-07-21,04:46:51,Gracias. Ya me explicaron. Muy amables.,39,6,gracias . explicaron . amables .,0,0.8411008028414274,5
2023-07-22,23:11:44,Yo he tenido buena experiencia con HeyBanco. 1% cashback en compras físicas y 2% en compras online. La app es fácil de usar y permite inveir al 10% anual renovando cada 7 días. Actualmente la utilizo para cubrir mi gasto mensual. Estoy contento con ella.,254,45,buena experiencia heybanco . 1 % cashback compras físicas 2 % compras online . app fácil usar permite inveir 10 % anual renovando cada 7 días . actualmente utilizo cubrir gasto mensual . contento .,0,0.999236808458251,5
2023-07-22,11:32:23,"En menos de un mes logré desbloquear estos grandes beneficios, gracias por brindar esta herramienta para promover e…",116,18,"menos me logré desbloquear grandes beneficios , gracias brindar herramienta promover e…",0,0.40052103342548834,5
