date,tweet,Palabras,procTweet,Sentimiento,relevance,topic
2023-05-29,"quiero trabajar con ustedes, me ayudan diciéndome como!",8,quiero trabajar ustedes  ayudan diciéndome ,1.0,1,support
2023-05-30,gracias!,1,gracias ,1.0,0,misc
2023-05-30,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,22,hey siempre control finanzas ahora movimientos gracias notificaciones qu…,1.0,1,misc
2023-05-30,Eficiencia,1,eficiencia,1.0,0,misc
2023-05-31,Muchas gracias nunca me contestó. Afounadamente ya ha quedado resuelto.,10,muchas gracias nunca contestó  afounadamente quedado resuelto ,0.0,1,misc
2023-05-31,"¡Hola! Abre tu Cuenta Hey y obtén un boleto dorado cada mes para ganar.https://t.co/j45MnogZ Te recomiendo muchísimo la cuenta, de hecho la reseñan muy bien varios YouTubers de finanzas.",29,hola  abre cuenta hey obtén boleto dorado cada me ganarhttps  //tco/j45mnogz recomiendo muchísimo cuenta  hecho reseñan bien varios youtubers finanzas ,1.0,0,support
2023-05-31,Muchas gracias por el Boleto Dorado :cara_sonriente:,7,muchas gracias boleto dorado  cara_sonriente ,1.0,0,misc
2023-06-01,Gracias por la apoación. Saludos,5,gracias apoación  saludos,1.0,0,misc
2023-06-01,Esto es lo que yo llamo ServicioalCliente Mexico de verdad así es que un banco debe tratar a un cliente no es nada más meter el dinero. Aprendan,28,llamo servicioalcliente mexico verdad así banco debe tratar cliente meter dinero  aprendan,0.0,1,misc
2023-06-01,"Buen día, es más fácil que usted obtenga el crédito con alguna caja popular, no hay peor lucha que la que no se hace, saludos",25,buen día  fácil usted obtenga crédito alguna caja popular  peor lucha hace  saludos,1.0,1,misc
2023-06-02,Gracias,1,gracias,1.0,0,misc
2023-06-02,Gracias quedó en espera,4,gracias quedó espera,1.0,0,misc
2023-06-02,les dejé un DM solicitando de su valioso apoyo.Saludos,9,dejé dm solicitando valioso apoyosaludos,1.0,1,support
2023-06-02,Muchas gracias Un mes gratis de,6,muchas gracias me gratis,1.0,0,misc
2023-06-03,"Gracias, ya envié mi duda",5,gracias  envié duda,1.0,1,support
2023-06-03,Gracias por responder! Me da mucho gusto que te hayan solucionado rápido. Ojalá así sea mi caso :dedos_cruzados_tono_de_piel_claro_medio:Saludos,18,gracias responder  da gusto solucionado rápido  ojalá así caso  dedos_cruzados_tono_de_piel_claro_medio  saludos,1.0,0,misc
2023-06-03,"Gracias lic hace tres años, si usted dice que no me deben negar volveré a hacerlo, muy amable por su atención un abrazo",23,gracias lic hace tres años  si usted dice deben negar volveré hacerlo  amable atención abrazo,1.0,1,misc
2023-06-03,"Muchas gracias, si lo haré de nuevo un abrazo fuee :manos_formando_un_corazón:",11,muchas gracias  si haré nuevo abrazo fuee  manos_formando_un_corazón ,1.0,0,misc
2023-06-03,Por favor . Gracias,4,favor  gracias,1.0,0,misc
2023-06-05,"Gracias, saludos",2,gracias  saludos,1.0,0,misc
2023-06-05,Muchas gracias por responder!Acabo de lograr el desbloqueo!,8,muchas gracias responder  acabo lograr desbloqueo ,1.0,0,misc
2023-06-05,Espero que si,3,espero si,1.0,0,misc
2023-06-06,"JAJAJAJJAJA VIC, trabajo en hey, cualquier duda no dudes en mandarme mensajito:manos_formando_un_corazón_tono_de_piel_claro:",12,jajajajjaja vic  trabajo hey  cualquier duda dude mandarme mensajito  manos_formando_un_corazón_tono_de_piel_claro ,0.0,0,misc
2023-06-07,Gracias,1,gracias,1.0,0,misc
2023-06-07,Las de tienen buenos diseños.,5,buenos diseños ,1.0,0,misc
2023-06-08,HOLA???,1,hola ? ? ?,0.0,0,support
2023-06-10,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,22,hey siempre control finanzas ahora movimientos gracias notificaciones qu…,1.0,1,misc
2023-06-12,"Gracias, estoy al pendiente de la información.",7,gracias  pendiente información ,0.0,0,misc
2023-06-13,Yo fui muy feliz por muchos años con la Santander Free hasta que me cambié a HeyBanco y su tarjeta me pareció una chulada. Recomiendo ampliamente.,26,feliz años santander free cambié heybanco tarjeta pareció chulada  recomiendo ampliamente ,1.0,1,misc
2023-06-15,Hola. En mi caso me comuniqué al 81 4392 2626 y allí me resolvieron. Por founa fue algo sencillo y rápido ¡Suee!,22,hola  caso comuniqué 81 4392 2626 allí resolvieron  founa sencillo rápido suee ,0.0,0,support
2023-06-15,Más fácil que Now saque sus tarjetas de crédito,9,fácil now saque tarjetas crédito,1.0,1,misc
2023-06-16,"Perfecto, iré a un punto Hey. Gracias, bebé LOL",9,perfecto  iré punto hey  gracias  bebé lol,1.0,0,misc
2023-06-16,"He probado 4 bancos tradicionales diferentes y hasta el momento el mejor manejando MSI, ha sido :botón_de_marca_de_verificación:Te permite ver exactamente cuánto debes en total. :botón_de_marca_de_verificación: Te da la lista de todos los pagos futuros que tendrás que hacer mes por mes. :botón_de_marca_de_verificación: Te da cashback de 2% en efectivo.",49,probado 4 bancos tradicionales diferentes momento mejor manejando msi  sido  botón_de_marca_de_verificación  permite ver exactamente cuánto debes total   botón_de_marca_de_verificación  da lista pagos futuros hacer me me   botón_de_marca_de_verificación  da cashback 2 % efectivo ,1.0,1,misc
2023-06-17,Oye :luna_llena_con_cara: Qué excelente tiempo de respuesta y amable personal en tu centro de atención :palo_de_corazones: :cara_sonriendo_con_corazones:,17,oye  luna_llena_con_cara  excelente tiempo respuesta amable personal centro atención  palo_de_corazones   cara_sonriendo_con_corazones ,1.0,1,misc
2023-06-18,Listo muchas Gracias,3,listo muchas gracias,1.0,0,misc
2023-06-19,Gracias,1,gracias,1.0,0,misc
2023-06-19,Muchas gracias,2,muchas gracias,1.0,0,misc
2023-06-19,¡Estamos para servie!,3,estamos servie ,0.0,0,misc
2023-06-19,Con es tan sencillo hacer todo tipo de movimientos desde mi celular. Además tienen una super tasa de rendimiento…,19,tan sencillo hacer tipo movimientos celular  además super tasa rendimiento…,1.0,1,misc
2023-06-20,Muchas gracias,2,muchas gracias,1.0,0,misc
2023-06-20,"hola , les mandé un dm, gracias !",8,hola  mandé dm  gracias ,1.0,0,misc
2023-06-20,Muchas gracias! Si entrare para levantar un repoe a,9,muchas gracias  si entrare levantar repoe,0.0,0,misc
2023-06-20,La de está más coqueta y tienen beneficios reales. :fuego:,10,coqueta beneficios real   fuego ,1.0,0,misc
2023-06-20,Listos! :bíceps_flexionado_tono_de_piel_claro_medio:heybanco PalNoe2021,3,listos   bíceps_flexionado_tono_de_piel_claro_medio  heybanco palnoe2021,0.0,0,misc
2023-06-21,"Gracias, arreglado",2,gracias  arreglado,1.0,0,misc
2023-06-21,Gracias :cara_feliz_con_ojos_sonrientes::cara_con_manos_abrazando:,2,gracias  cara_feliz_con_ojos_sonrientes  cara_con_manos_abrazando ,1.0,0,misc
2023-06-21,"Muchas Gracias, ya fue resuelto, gracias por el sopoe. Excelente servicio :señal_de_aprobación_con_la_mano_tono_de_piel_medio:",12,muchas gracias  resuelto  gracias sopoe  excelente servicio  señal_de_aprobación_con_la_mano_tono_de_piel_medio ,1.0,1,misc
2023-06-21,Muchas gracias por la felicitación :cara_con_manos_abrazando:,6,muchas gracias felicitación  cara_con_manos_abrazando ,1.0,0,misc
2023-06-21,Si nunca había tenido este tipo de situación con otros métodos de pago y se me hace increíble como una operación tan sencilla como pagar con tu tarjeta de en una página web se conviee en toda una mala experiencia de usuario con su servicio.,45,si nunca tipo situación métodos pago hace increíble operación tan sencilla pagar tarjeta página web conviee toda mala experiencia usuario servicio ,0.0,1,support
2023-06-22,Vaaaaa gracias por el dato,5,vaaaaa gracias dato,0.0,0,misc
2023-06-22,"Buen dia, saque un carro usado en merkauto, y me autorizaron el crédito el lunes 19 de Junio pero es fecha que no me llaman a firmar contrato y factura, como puedo saber cuando esta listo porque esta tardando mucho un proceso como este, gracias.",45,buen dia  saque carro usado merkauto  autorizaron crédito lunes 19 junio fecha llaman firmar contrato factura  puedo saber listo tardando proceso  gracias ,0.0,1,support
2023-06-22,"Para que estén bien atentos a lo que les llega, gracias a les compao el correo para que vean por dónde les quieren llegar. Pónganse listos.",26,bien atentos llega  gracias compao correo vean dónde quieren llegar  pónganse listos ,1.0,0,misc
2023-06-23,AMO heybanco bien cabron. Jaja,5,amo heybanco bien cabron  jaja,1.0,1,misc
2023-06-24,Por fiiiin modificaron la app de ya detecta mi huella y tiene una bonita sección de métricas de tus gastos. Ah y pagué sin temas la luz.,27,fiiiin modificaron app detecta huella bonita sección métricas gastos  ah pagué temas luz ,0.0,1,misc
2023-06-27,Yo estoy con la verdad:chispas:,5,verdad  chispas ,1.0,0,misc
2023-06-28,Gracias!,1,gracias ,1.0,0,misc
2023-06-28,Gracias! Lo hice y quedo. :manos_levantadas_celebrando_tono_de_piel_claro:,6,gracias  hice quedo   manos_levantadas_celebrando_tono_de_piel_claro ,1.0,0,misc
2023-06-28,"Se resolvió, volviendo a instalar la app",7,resolvió  volviendo instalar app,0.0,0,misc
2023-06-28,"Gracias, ahora se los envío",5,gracias  ahora envío,1.0,0,misc
2023-06-29,"buen día, ¿esto es real?",5,buen día  ¿esto real ?,1.0,1,support
2023-06-29,"Ps.... su aplicación es la mejor, he visto HSBC y Banamex y nel. ¿qué tal la de HeyBanco, la has probado?",21,p  aplicación mejor  visto hsbc banamex nel  ¿qué tal heybanco  probado ?,0.0,1,misc
2023-06-30,Muchas gracias :chispas:,3,muchas gracias  chispas ,1.0,0,misc
2023-06-30,"Desde que abrí mi cuenta los amo :palo_de_corazones:. Si puedes, te recomiendo INVERSIÓN HEY ahí tengo mis ahorros y si eres Hey Pro hay mejores rendimientos :cara_sonriendo_con_estrellas:",27,abrí cuenta amo  palo_de_corazones   si puedes  recomiendo inversión hey ahí ahorros si hey pro mejores rendimientos  cara_sonriendo_con_estrellas ,1.0,1,misc
2023-07-01,"Respuesta favorable, gracias!",3,respuesta favorable  gracias ,1.0,0,misc
2023-07-02,Por eso amamos :chispas::corazón_rosa:,4,amamos  chispas  corazón_rosa ,1.0,0,misc
2023-07-03,"Una más Techreo de Came, está súper bien.... además de que ahora están dando unos regalos solo por inveir con ellos...seguro y muy fácil.",24,techreo came  súper bien  además ahora dando regalos solo inveir  seguro fácil ,1.0,1,misc
2023-07-04,Nos da mucho gusto que seas pae de esta gran familia FINSUS ¡Saludos! :cara_sonriendo_con_gafas_de_sol::corazón_azul:,14,da gusto pae gran familia finsus saludos   cara_sonriendo_con_gafas_de_sol  corazón_azul ,1.0,0,misc
2023-07-04,¡Hola Gracias por ser pae de esta gran familia FINSUS :cara_sonriendo_con_gafas_de_sol::puño_cerrado:,11,hola gracias ser pae gran familia finsus  cara_sonriendo_con_gafas_de_sol  puño_cerrado ,1.0,0,misc
2023-07-04,Hace pocos días estaba disponible,5,hace pocos días disponible,1.0,0,misc
2023-07-04,FINSUS siempre me a gustado mucho :) Aprovechando les dejo mi enlace de referido ;) Utiliza mi código CASTILLO--79570,19,finsus siempre gustado  ) aprovechando dejo enlace referido ; ) utiliza código castillo -- 79570,1.0,0,misc
2023-07-04,"Pedida, esta si vale la pena el precio jajaja",9,pedida  si vale pena precio jajaja,1.0,0,misc
2023-07-04,Sin duda!,2,duda ,1.0,0,misc
2023-07-05,Intenta es buenazo!!,3,intenta buenazo  ,1.0,0,misc
2023-07-06,"ay suena súper bien, justo lo que me anda gustando mucho ahorita de nu es su pae de hacer crecer tu dinero jajk o sea la inversión, quiero entrarle más al tema:ojos: la más fan de los neobanks, definitivamente cuando por fin mande alv a banamex me abriré una de heybanco :cara_de_empollón::corazón_rosa:",52,ay suena súper bien  justo anda gustando ahorita nu pae hacer crecer dinero jajk inversión  quiero entrarle tema  ojos  fan neobanks  definitivamente fin mande alv banamex abriré heybanco  cara_de_empollón  corazón_rosa ,1.0,1,misc
2023-07-06,"Fácil: entro a pagos, elijo la tarjeta, elijo el plazo (3 meses, 0%), aceptar, token :dorso_de_mano_con_índice_a_la_derecha: Error. Antes he pagado sin problemas. Puedo hacer otras operaciones con token sin problemas.",30,fácil  entro pagos  elijo tarjeta  elijo plazo ( 3 me  0 % )  aceptar  token  dorso_de_mano_con_índice_a_la_derecha  error  pagado problemas  puedo hacer operaciones token problemas ,0.0,1,misc
2023-07-06,":cara_sonriendo_con_ojos_de_corazón: El nuevo diseño de las TDC de esta ma-ma-lón chavos. :hombre_con_la_mano_levantada_tono_de_piel_medio: Tan pronto me regrese de USA voy a solicitar mi nuevo diseño (carísimo el envío por cieo, ni Obama lo tiene). :ojos:Por cieo, su programa de recompensas esta bastante aceptable eh. :bombilla:https://t.co/F79GXxxqTB",44, cara_sonriendo_con_ojos_de_corazón  nuevo diseño tdc ma-ma-lón chavos   hombre_con_la_mano_levantada_tono_de_piel_medio  tan pronto regrese usa voy solicitar nuevo diseño ( carísimo envío cieo  obama )   ojos  cieo  programa recompensas bastante aceptable eh   bombilla  http  //tco/f79gxxxqtb,0.0,0,misc
2023-07-06,":altavoz_de_mano: Tarjetas de Crédito (TDC) SIN anualidad y con diseños chingones. :luces_de_policía:Aunque antes de usar una TDC debes aprender a usarla papucho. :altavoz_de_mano: Personalmente la uso y me va muy bien, la aceptan donde sea (incluso en el gabacho). :ojos:Checa:",40, altavoz_de_mano  tarjetas crédito ( tdc ) anualidad diseños chingones   luces_de_policía  aunque usar tdc debes aprender usarla papucho   altavoz_de_mano  personalmente uso va bien  aceptan ( incluso gabacho )   ojos  checa ,1.0,1,misc
2023-07-07,"Muchas gracias, Justo llame hace dos días para la aclaración, espero no sea tan tardado y salga bien",18,muchas gracias  justo llame hace do días aclaración  espero tan tardado salga bien,1.0,0,misc
2023-07-07,"Gracias, acabo de mandar el correo.",6,gracias  acabo mandar correo ,0.0,0,misc
2023-07-08,"Varias meses siendo usuario HeyPro en y al fin me dieron por lo menos unos de sus puntos, algo más que una taza preferencial de inversión.",26,varias me siendo usuario heypro fin dieron menos puntos  taza preferencial inversión ,0.0,1,misc
2023-07-09,"Perfecto, estaré atenta. Muchas gracias.",5,perfecto  atenta  muchas gracias ,1.0,0,misc
2023-07-10,Rifadisimo en lo personal si me gustó.,7,rifadisimo personal si gustó ,0.0,1,misc
2023-07-11,"Sí me sirvió, muchas gracias :manos_formando_un_corazón_tono_de_piel_medio:",6,sirvió  muchas gracias  manos_formando_un_corazón_tono_de_piel_medio ,1.0,0,misc
2023-07-11,"Que sean tan fácil de usar y sobre todo confiables como heybanco, cuales?",13,tan fácil usar confiables heybanco  cuales ?,1.0,0,misc
2023-07-11,"Ya me llegó la Ajolotarjeta de y me encantó, acá les dejo el unboxing para que vean más detalles de este nuevo diseño:",23,llegó ajolotarjeta encantó  acá dejo unboxing vean detalles nuevo diseño ,1.0,0,misc
2023-07-11,Yo voy a pedir la mía está preciosa esa tarjeta :pulgar_hacia_arriba::cara_sonriendo_con_corazones:,11,voy pedir preciosa tarjeta  pulgar_hacia_arriba  cara_sonriendo_con_corazones ,1.0,1,misc
2023-07-13,¡Te invitamos a ser pae de Klar para que comiences a disfrutar de nuestros beneficios! :cara_sonriendo::cara_sonriente:,16,te invitamos ser pae klar comiences disfrutar beneficios   cara_sonriendo  cara_sonriente ,1.0,0,misc
2023-07-13,Gracias ya mande un correo,5,gracias mande correo,1.0,0,misc
2023-07-14,"Gracias por el repoe. Exacto, ya pagué. Cc",8,gracias repoe  exacto  pagué  cc,0.0,0,misc
2023-07-14,realmente dan servicio al cliente por este medio?,8,realmente dan servicio cliente medio ?,0.0,1,support
2023-07-14,I highly recommend you to:dorso_de_mano_con_índice_a_la_derecha:@Legith_hacks on Instagram he helped me out when I had same issues,16,i highly recommend you to  dorso_de_mano_con_índice_a_la_derecha  @ legith_hacks on instagram helped out when i had same issue,1.0,0,misc
2023-07-15,"Que bueno, gracias por estar atentos. También chequen su nivel de ""empatia"" con sus clientes, de todas las formas. :mano_con_señal_de_victoria:",20,bueno  gracias atentos  chequen nivel `` empatia '' clientes  toda formas   mano_con_señal_de_victoria ,1.0,0,misc
2023-07-15,Que dato tan interesante me has dado! Conoces ?,9,dato tan interesante dado  conoces ?,0.0,0,misc
2023-07-15,"Huy tambien Stori y Mercado Crédito desde 10 días antes están mandando SMS, notificaciones vía app y whats.",18,huy tambien stori mercado crédito 10 días mandando sm  notificaciones vía app whats ,0.0,0,misc
2023-07-16,Gracias ya les contesté,4,gracias contesté,1.0,0,misc
2023-07-17,Muy bien. Ya la solicité y si me la otorgaron. Elegí el diseño de ajolotito. :cara_sonriendo_con_gafas_de_sol:,16,bien  solicité si otorgaron  elegí diseño ajolotito   cara_sonriendo_con_gafas_de_sol ,0.0,0,misc
2023-07-18,Gracias,1,gracias,1.0,0,misc
2023-07-18,This web3 developer's MEV strategy is the real deal - earning him over 5 ETH per week and taking his crypto earnings to new heights.,25,this web3 developer 's mev strategy is the real deal - earning him over 5 eth per week and taking his crypto earnings to new height ,1.0,0,misc
2023-07-18,"Buenos días, he gracias por la atención, llame al servicio al cliente y todo bien, ya no aparece así, muchas gracias :ojos:",22,buenos días  gracias atención  llame servicio cliente bien  aparece así  muchas gracias  ojos ,1.0,1,misc
2023-07-18,"Buena noche! En Mayo pedi un ceificado de regalo de amazon con HeyCoins, estaba viendo el estado del pedido y me aparece en Procesando, hay algun estimado de cuando se procesan estos pedidos? Muchas Gracias.",35,buena noche  mayo pedi ceificado regalo amazon heycoins  viendo pedido aparece procesando  algun estimado procesan pedidos ? muchas gracias ,1.0,0,misc
2023-07-19,"Jajajaja por eso no me toman enserio, perooo nunca dejaré de usar a cheems para algunos vídeos jajaja Hoy vídeo en el cana…",23,jajajaja toman enserio  perooo nunca dejaré usar cheems vídeos jajaja hoy vídeo cana…,0.0,0,misc
2023-07-19,"me pueden atender por aqui, no creo que haya problema.",10,pueden atender aqui  creo problema ,0.0,1,support
2023-07-19,"esperemos que responda en sinceramente no he tenido problemas con ellos se me hace un buen banco, muchas gracias.",19,esperemos responda sinceramente problemas hace buen banco  muchas gracias ,1.0,1,misc
2023-07-19,El mejor banco es HeyBanco por mucha diferencia nk,9,mejor banco heybanco mucha diferencia nk,1.0,1,misc
2023-07-21,"Sí, tengo distintas cuentas y siempre me han apoyado cuando llega a pasar algo. Hasta ahora HeyBanco y BBVA han sido mis mejores experiencias",24, distintas cuentas siempre apoyado llega pasar  ahora heybanco bbva sido mejores experiencias,0.0,1,misc
2023-07-21,Recomiendo HeyBanco,2,recomiendo heybanco,1.0,1,misc
2023-07-21,Gracias. Ya me explicaron. Muy amables.,6,gracias  explicaron  amables ,1.0,0,misc
2023-07-22,Yo he tenido buena experiencia con HeyBanco. 1% cashback en compras físicas y 2% en compras online. La app es fácil de usar y permite inveir al 10% anual renovando cada 7 días. Actualmente la utilizo para cubrir mi gasto mensual. Estoy contento con ella.,45,buena experiencia heybanco  1 % cashback compras físicas 2 % compras online  app fácil usar permite inveir 10 % anual renovando cada 7 días  actualmente utilizo cubrir gasto mensual  contento ,1.0,1,misc
2023-07-22,"En menos de un mes logré desbloquear estos grandes beneficios, gracias por brindar esta herramienta para promover e…",18,menos me logré desbloquear grandes beneficios  gracias brindar herramienta promover e…,1.0,1,misc
2023-07-23,Enserio! Wow muchas gracia spor la respuesta en unos minutos más termino de abrir mi cuenta,16,enserio  wow muchas gracia spor respuesta minutos termino abrir cuenta,0.0,1,misc
2023-07-23,Ilimitadas. Puedes hacer todas las que quieras con los plazos que gustes y los mejores rendimientos. En ofrecemos la mejor plataforma digital que te permite libead financiera.,27,ilimitadas  puedes hacer toda quieras plazos gustes mejores rendimientos  ofrecemos mejor plataforma digital permite libead financiera ,1.0,1,misc
2023-07-23,"Gracias, ya les contesté:manos_en_oración::manos_en_oración::manos_en_oración:",4,gracias  contesté  manos_en_oración  manos_en_oración  manos_en_oración ,0.0,0,misc
2023-07-24,"Ha, thanks for the rec! I loved the idea of having a digital bank that's pa of the Multired (consoium of ATMs) but I guess it was not to be :cara_con_ojos_en_blanco:.",31, thanks for the rec  i loved the idea of having digital bank that 's pa of the multired ( consoium of atm ) but i guess it wa not to be  cara_con_ojos_en_blanco  ,0.0,0,misc
2023-07-24,Gracias,1,gracias,1.0,0,misc
2023-07-27,"Puedes empezar con tarjetas de crédito ""garantizadas"" Son para personas que no tienen historial. Stori o heybanco sería lo mejorcito. Recibir nómina también ayuda mucho con los bancos tradicionales c:",30,puedes empezar tarjetas crédito `` garantizadas '' persona historial  stori heybanco mejorcito  recibir nómina ayuda bancos tradicionales c ,0.0,1,misc
2023-07-28,"Hoygan , mi TDC coó el 17-7-23 y la fecha límite de pago es el próximo jueves 3. Se supone que mientras pague antes de esa fecha no hay problema. Correcto?",31,hoygan  tdc coó 17-7-23 fecha límite pago próximo jueves 3 supone mientras pague fecha problema  correcto ?,0.0,1,support
2023-07-28,Yap!,1,yap ,0.0,0,misc
2023-07-28,Dame el telefono de servicio al cliente,7,dame telefono servicio cliente,1.0,1,support
2023-07-29,tomalo por el lado amable y para el proximo recibo ya es gratis heheheheh,14,tomalo lado amable proximo recibo gratis heheheheh,1.0,0,misc
2023-07-29,Jajaja verdad que sí,4,jajaja verdad,1.0,0,misc
2023-07-30,Muchas gracias,2,muchas gracias,1.0,0,misc
2023-08-01,Gracias por el seguimiento. Ya quedó resuelto y no era problema de ustedes.,13,gracias seguimiento  quedó resuelto problema ustedes ,0.0,0,misc
2023-08-01,"Excelente servicio Por cieo, como dato Por cualquier cosa yo no di mis datos bancarios pues de uso común Yo tengo una cuenta digital de HeyBanco que no utilizo más que para esto, y ahí me han estado llegando mis transferencias Adjunto evidencia",43,excelente servicio cieo  dato cualquier cosa di datos bancarios pues uso común cuenta digital heybanco utilizo  ahí llegando transferencias adjunto evidencia,1.0,0,misc
2023-08-01,"Ya quedó solucionado, Muchas gracias",5,quedó solucionado  muchas gracias,1.0,0,misc
2023-08-01,recomiendo x10000 HeyBanco!!!,3,recomiendo x10000 heybanco   ,1.0,1,misc
2023-08-02,Gracias ya respondi el mensaje,5,gracias respondi mensaje,1.0,0,misc
2023-08-02,"Estaría súper, algo como lo que hacen en",8,súper  hacen,1.0,0,misc
2023-08-04,Fácil: Abre una cuenta bancaria en uno de los nuevos bancos digitales. Te recomiendo porque está mucho más integrado al sistema bancario que otros que simplemente son fintech.,28,fácil  abre cuenta bancaria nuevos bancos digitales  recomiendo integrado sistema bancario simplemente fintech ,1.0,0,misc
2023-08-04,No recuerdo pero creo que fue rápido,7,recuerdo creo rápido,1.0,0,misc
2023-08-05,"hola buenas tardes! Me ayudan a confirmar cual es el monto máximo para transferir desde mi cuenta hey y como puedo modificar esos límites por favor, gracias!",27,hola buenas tardes  ayudan confirmar monto máximo transferir cuenta hey puedo modificar límites favor  gracias ,1.0,1,support
2023-08-05,Muchas gracias! Le había recomendado a un conocido que antes ellos daban préstamos y ya no salen. Entonces quería sugerirle esa opción. Que amable eres.,25,muchas gracias  recomendado conocido daban préstamos salen  entonces quería sugerirle opción  amable ,1.0,1,misc
2023-08-05,"Creo que es eso, acaba de llegar, muchas gracias",9,creo  acaba llegar  muchas gracias,1.0,0,misc
2023-08-06,Jaja lo mismo pasa con Mercado Pago y HeyBanco pero de acuerdo es una maravilla,15,jaja mismo pasa mercado pago heybanco acuerdo maravilla,1.0,1,misc
2023-08-07,"Si me resolvieron, tiene un gran servicio al cliente!",9,si resolvieron  gran servicio cliente ,1.0,1,misc
2023-08-07,Si me llegó a las 24 hrs. Espero que haya llegado bien la transferencia.,14,si llegó 24 hr  espero llegado bien transferencia ,1.0,0,misc
2023-08-08,"Ya lo hice, ayer saqué todaa lana y mejor me quedo con quienes ya llevo tiempo y no he tenido problemas con ellos. También recomiendo a me está jalando muy bien y mis clientes me pagan por ahí. Saludos.",39,hice  ayer saqué todaa lana mejor quedo llevo tiempo problemas  recomiendo jalando bien clientes pagan ahí  saludos ,0.0,1,misc
2023-08-09,"Hola muchas gracias ya les expliqué la situación, les agradezco una respuesta a la brevedad",15,hola muchas gracias expliqué situación  agradezco respuesta brevedad,1.0,1,support
2023-08-09,"Les escribí por ahí desde ayer, y no me pelaron!",10,escribí ahí ayer  pelaron ,0.0,0,misc
2023-08-10,"hoy fue mi primer día en heybanco :chispas::tulipán::chispas: de regreso a la vida de oficina :mariposa: mil gracias, :marca_de_beso:",19,hoy primer día heybanco  chispas  tulipán  chispas  regreso vida oficina  mariposa  mil gracias   marca_de_beso ,1.0,0,misc
2023-08-12,"¡Por fin me tocó un BoletoDorado ganador! :cara_sonriendo_con_estrellas: Me sentí como Charlie en la fabrica de chocolates :cara_con_mano_sobre_la_boca: Cámara solo me faltan 8,200 heypoints para mi xbox.",27,por fin tocó boletodorado ganador   cara_sonriendo_con_estrellas  sentí charlie fabrica chocolate  cara_con_mano_sobre_la_boca  cámara solo faltan 8200 heypoints xbox ,1.0,0,misc
2023-08-12,"Release notes, mensaje con typo en Terjeta Me gusto la actualización que hicieron para ver las tarjetas",17,release note  mensaje typo terjeta gusto actualización hicieron ver tarjetas,0.0,0,misc
2023-08-15,"Justo a mi me pasó en el mismo momento, al final vuelve a aparecer en un rato después.",18,justo pasó mismo momento  final vuelve aparecer rato después ,0.0,1,misc
2023-08-18,Gracias :cara_feliz_con_ojos_sonrientes: :manos_en_oración:,3,gracias  cara_feliz_con_ojos_sonrientes   manos_en_oración ,1.0,0,misc
2023-08-18,Le sugiero encarecidamente que se comunique con ~bensonhack50~ en Instagram para solucionar cualquier problema relacionado con la cuenta. ahí rápido y confiable aún puedes graficarlos por WhatsApp :dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro::dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro:,28,sugiero encarecidamente comunique ~bensonhack50~ instagram solucionar cualquier problema relacionado cuenta  ahí rápido confiable aún puedes graficarlos whatsapp  dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro  dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro ,1.0,0,misc
2023-08-19,"Muchas gracias, ya les respondí por DM",7,muchas gracias  respondí dm,1.0,0,misc
2023-08-22,"En la Comunidarks me recomendaron la Rappicard y la HeyBanco. Uso más la de HeyBanco por las recompensas, no hay anualidad, además te da tarjeta dual entonces tienes de crédito y débito. La Rappicard la uso para cosas más específicas, por ej Ticketmaster la acepta sin problema.",47,comunidarks recomendaron rappicard heybanco  uso heybanco recompensas  anualidad  además da tarjeta dual entonces crédito débito  rappicard uso cosas específicas  ej ticketmaster acepta problema ,0.0,1,misc
2023-08-23,"Ya quedó resuelto favorablemente mi que queja, gracias",8,quedó resuelto favorablemente queja  gracias,0.0,0,misc
2023-08-25,Que guen servicio traen los de siemrpe resuelven bien 10/10 :cara_sonriente::cara_sonriente:,11,guen servicio traen siemrpe resuelven bien 10/10  cara_sonriente  cara_sonriente ,0.0,0,misc
2023-08-25,"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana :señal_de_aprobación_con_la_mano_tono_de_piel_medio:",24,resolvieron cargo reconocido tarjeta  siempre dicen pueden ser varios días proceso tardó semana  señal_de_aprobación_con_la_mano_tono_de_piel_medio ,0.0,1,misc
2023-08-28,"Muchas gracias, ya lleno los datos. /@heybanco",7,muchas gracias  lleno datos  / @ heybanco,1.0,0,misc
2023-08-28,¡Muchísimas gracias por compair! :corazón_rojo: :manos_levantadas_celebrando:,6,muchísimas gracias compair   corazón_rojo   manos_levantadas_celebrando ,1.0,0,misc
2023-08-30,De qué queja me hablan? :cara_con_ojos_en_blanco: Nada de quejas con Trabajan muy bien :corazón_rojo:,14,queja hablan ?  cara_con_ojos_en_blanco  quejas trabajan bien  corazón_rojo ,0.0,0,misc
2023-08-31,en Recompensa Total Banoe llegan en menos de 3 días hábiles por mail.,13,recompensa total banoe llegan menos 3 días hábiles mail ,1.0,0,misc
